order_id,customer_name,city,category,price,quantity,order_date,delivery_date,Gender
131,RIYA,Mumbai,Home & Kitchen,6495.84,5,2023-05-14,2023-05-18,Female
132,SNEHA,delhi,Electronics,4859.37,1,2023-11-12,2023-11-16,Female
133,DEEPAK,chennai,Clothing,718.39,5,2023-12-03,2023-12-11,Male
134,Customer,Bangalore,Electronics,9519.7,3,2023-05-27,2023-06-01,Female
135,Vikas,Bangalore,Books,8534.05,6,2023-04-23,2023-05-02,Male
136,Riya,Pune,Home & Kitchen,4919.4,9,2023-01-17,2023-01-22,Female
137,KARAN,Pune,Clothing,1669.95,3,2023-02-03,2023-02-12,Male
138,SANJAY,Mumbai,Clothing,8262.28,1,2023-03-03,2023-03-11,M
139,SANJAY,kolkata,Clothing,4363.65,8,2023-07-15,2023-07-23,M
140,Simran,pune,Electronics,3962.13,9,2023-03-28,2023-04-04,Female
141,Pooja,Hyderabad,Books,6687.28,4,2023-05-03,2023-05-12,F
142,Sneha,Chennai,Home & Kitchen,7610.89,5,2023-09-11,2023-09-18,Female
143,Rahul,Hyderabad,Books,722.12,3,2023-05-07,2023-05-14,M
144,RAHUL,Bangalore,Clothing,,8,2023-12-04,2023-12-09,Male
145,SIMRAN,Hyderabad,Books,7366.01,3,2023-06-11,2023-06-15,Female
146,RIYA,Delhi,Electronics,5933.18,4,2023-11-12,2023-11-16,F
147,Anjali,Chennai,Sports,3450.35,7,2023-06-21,2023-06-26,Female
148,PRIYA,Hyderabad,Sports,1731.54,2,2023-10-28,2023-11-01,Female
149,SNEHA,Delhi,Home & Kitchen,1116.26,1,2023-11-27,2023-12-02,Female
150,KARAN,mumbai,Home & Kitchen,111.72,4,2023-12-25,2023-12-30,M
151,Rohit,Hyderabad,Books,2143.96,8,2023-09-09,2023-09-14,M
152,Anjali,Chennai,Home & Kitchen,4172.24,1,2023-01-09,2023-01-16,Female
153,ARJUN,delhi,Electronics,2512.08,3,2023-09-08,2023-09-15,M
154,Rahul,Hyderabad,Clothing,3158.89,4,2023-08-27,2023-08-31,M
155,Deepak,Mumbai,Clothing,3965.48,4,2023-02-04,2023-02-09,Male
156,VIKAS,Hyderabad,Books,3151.8,3,2023-09-23,2023-09-30,Male
157,SANJAY,Delhi,Clothing,7273.75,3,2023-04-14,2023-04-22,M
158,MEENA,Hyderabad,Books,4968.1,7,2023-06-06,2023-06-12,Female
159,ANJALI,Chennai,Home & Kitchen,291.34,8,2023-06-23,2023-06-30,Female
160,Simran,Bangalore,Home & Kitchen,2344.02,4,2023-07-17,2023-07-25,Female
161,VARUN,Delhi,Electronics,7125.62,8,2023-07-30,2023-08-06,Male
162,Varun,Delhi,Clothing,3079.21,8,2023-08-06,2023-08-10,Male
163,SIMRAN,Delhi,Electronics,9209.4,6,2023-07-20,2023-07-24,Female
164,Sanjay,Delhi,Sports,7155.37,1,2023-08-21,2023-08-29,Male
165,Sneha,Hyderabad,Electronics,2970.28,7,2023-04-26,2023-05-05,Female
166,AMIT,Chennai,Books,5212.46,7,2023-10-28,2023-11-01,Male
167,Priya,Mumbai,Books,6705.67,5,2023-03-18,2023-03-26,Female
168,Varun,Chennai,Electronics,2014.32,6,2023-08-06,2023-08-11,Male
169,Arjun,Delhi,Home & Kitchen,2537.26,9,2023-02-22,2023-02-28,Male
170,VARUN,Kolkata,Sports,5120.53,3,2023-03-25,2023-04-03,M
171,Varun,Hyderabad,Electronics,9256.46,4,2023-09-15,2023-09-24,M
172,Varun,Kolkata,Home & Kitchen,3505.7,9,2023-05-12,2023-05-16,M
173,Amit,hyderabad,Electronics,4081.09,2,2023-07-18,2023-07-22,M
174,Amit,Delhi,Clothing,1987.14,9,2023-10-02,2023-10-11,Male
175,Arjun,Hyderabad,Books,5972.77,5,2023-12-21,2023-12-25,Male
176,Rahul,delhi,Clothing,7427.49,3,2023-03-24,2023-03-28,Male
177,Rahul,Chennai,Clothing,4462.36,8,2023-09-06,2023-09-10,Male
178,DEEPAK,Pune,Sports,7527.47,9,2023-03-10,2023-03-16,Male
179,Amit,bangalore,Home & Kitchen,3095.79,1,2023-05-22,2023-05-27,M
180,Sanjay,Hyderabad,Books,7099.15,5,2023-05-20,2023-05-28,M
181,Karan,delhi,Clothing,2657.61,9,2023-12-06,2023-12-14,Male
182,NEHA,Kolkata,Books,7828.43,2,2023-10-01,2023-10-07,F
183,Pooja,delhi,Home & Kitchen,8323.35,1,2023-09-14,2023-09-20,F
184,VARUN,Kolkata,Electronics,7997.46,8,2023-12-29,2024-01-02,Male
185,Karan,Hyderabad,Clothing,2233.18,6,2023-01-04,2023-01-12,Male
186,Arjun,Mumbai,Home & Kitchen,6973.07,2,2023-09-25,2023-10-04,Male
187,Simran,,Books,5431.55,3,2023-12-23,2023-12-28,Female
188,AMIT,delhi,Home & Kitchen,9861.77,5,2023-12-01,2023-12-10,M
189,KARAN,Hyderabad,Electronics,3679.61,1,2023-11-04,2023-11-08,M
190,Pooja,Delhi,Home & Kitchen,7735.39,2,2023-12-21,2023-12-27,Female
191,NISHA,Mumbai,Books,3763.77,1,2023-03-31,2023-04-06,Female
192,Nisha,Bangalore,Clothing,4028.89,7,2023-01-15,2023-01-19,Female
193,Rahul,Pune,Clothing,1198.82,7,2023-05-16,2023-05-21,M
194,Anjali,pune,Sports,2472.65,5,2023-08-08,2023-08-14,F
195,KARAN,Mumbai,Books,1728.39,6,2023-10-13,2023-10-17,M
196,Nisha,Chennai,Sports,1676.09,3,2023-07-01,2023-07-08,F
197,Priya,hyderabad,Sports,189.26,2,2023-05-07,2023-05-12,Female
198,Customer,Mumbai,Electronics,7958.43,9,2023-05-06,2023-05-10,Male
199,NEHA,Bangalore,Books,4732.52,2,2023-07-14,2023-07-22,Female
200,Deepak,delhi,Clothing,8061.26,1,2023-07-17,2023-07-21,M
201,PRIYA,Hyderabad,Books,6164.25,9,2023-12-17,2023-12-21,Female
202,Deepak,Kolkata,Electronics,8330.24,8,2023-08-06,2023-08-10,Male
203,Simran,Mumbai,Books,5087.27,8,2023-01-08,2023-01-15,F
204,Sneha,Bangalore,Books,1031.01,7,2023-08-19,2023-08-27,Female
205,Simran,Mumbai,Sports,,9,2023-07-10,2023-07-17,Female
206,Anjali,Chennai,Books,6809.87,3,2023-04-03,2023-04-07,F
207,Rahul,Pune,Sports,6302.39,8,2023-05-25,2023-05-31,M
208,ROHIT,Pune,Sports,8033.23,1,2023-01-16,2023-01-22,M
209,Sneha,Hyderabad,Home & Kitchen,7341.84,1,2023-04-23,2023-04-27,Female
210,Kavita,Delhi,Electronics,4383.06,6,2023-10-28,2023-11-02,F
211,ROHIT,bangalore,Sports,8209.13,8,2023-07-15,2023-07-19,M
212,Rahul,mumbai,Books,6948.69,8,2023-11-02,2023-11-06,M
213,Pooja,Hyderabad,Sports,1291.63,1,2023-07-24,2023-07-28,F
214,Kavita,mumbai,Sports,5444.74,1,2023-11-12,2023-11-19,F
215,VIKAS,hyderabad,Sports,7312.7,9,2023-03-09,2023-03-18,Male
216,PRIYA,Pune,Clothing,5577.55,9,2023-05-07,2023-05-13,F
217,SNEHA,Chennai,Clothing,9495.38,7,2023-06-09,2023-06-17,Female
218,Nisha,Mumbai,Clothing,,1,2023-12-02,2023-12-08,F
219,Nisha,Chennai,Clothing,7250.98,2,2023-12-11,2023-12-16,Female
220,SIMRAN,Kolkata,Home & Kitchen,8262.06,8,2023-12-08,2023-12-15,Female
221,VARUN,Kolkata,Sports,,8,2023-06-01,2023-06-07,M
222,Amit,pune,Home & Kitchen,3917.29,5,2023-10-11,2023-10-16,M
223,Rahul,bangalore,Books,3916.26,2,2023-05-31,2023-06-08,M
224,Nisha,Chennai,Electronics,5907.02,3,2023-03-04,2023-03-08,F
225,Sanjay,Hyderabad,Home & Kitchen,4031.27,5,2023-07-03,2023-07-11,Male
226,Arjun,bangalore,Clothing,8843.51,3,2023-08-01,2023-08-06,Male
227,Customer,Mumbai,Clothing,1188.31,1,2023-03-14,2023-03-23,F
228,Anjali,Mumbai,Books,6427.66,6,2023-11-18,2023-11-22,Female
229,ANJALI,Hyderabad,Sports,1427.74,5,2023-10-11,2023-10-17,Female
230,Priya,delhi,Electronics,5447.58,3,2023-06-03,2023-06-07,Female
231,Deepak,delhi,Home & Kitchen,7184.25,9,2023-07-07,2023-07-13,M
232,Nisha,Mumbai,Sports,1738.56,8,2023-03-01,2023-03-08,Female
233,NISHA,Pune,Sports,7069.93,7,2023-09-13,2023-09-22,Female
234,PRIYA,Pune,Home & Kitchen,1485.8,2,2023-07-02,2023-07-06,F
235,Simran,Hyderabad,Home & Kitchen,6243.48,5,2023-01-25,2023-02-01,Female
236,Rahul,Delhi,Home & Kitchen,5104.97,5,2023-01-25,2023-02-01,M
237,SIMRAN,Chennai,Home & Kitchen,3050.94,6,2023-11-10,2023-11-16,Female
238,Pooja,Mumbai,Clothing,1204.33,6,2023-02-07,2023-02-13,F
239,Varun,kolkata,Sports,7384.96,3,2023-10-29,2023-11-07,Male
240,Rohit,chennai,Sports,3879.87,4,2023-04-10,2023-04-14,M
241,Neha,Hyderabad,Clothing,956.65,1,2023-05-27,2023-06-05,F
242,Karan,kolkata,Sports,7750.61,1,2023-10-07,2023-10-16,M
243,Rohit,Chennai,Home & Kitchen,,5,2023-02-24,2023-03-04,Male
244,Simran,delhi,Electronics,7390.88,4,2023-03-13,2023-03-17,Female
245,Priya,Pune,Sports,5692.5,7,2023-08-31,2023-09-05,F
246,Nisha,delhi,Electronics,2025.84,7,2023-05-07,2023-05-15,Female
247,Priya,Kolkata,Electronics,856.42,4,2023-11-17,2023-11-22,F
248,KAVITA,Bangalore,Clothing,5973.17,2,2023-09-11,2023-09-15,F
249,Customer,Pune,Books,349.6,4,2023-03-09,2023-03-16,M
250,Kavita,Mumbai,Sports,748.1,8,2023-06-02,2023-06-07,Female
251,AMIT,kolkata,Clothing,7051.97,2,2023-05-29,2023-06-03,M
252,Priya,Hyderabad,Clothing,5434.85,5,2023-08-14,2023-08-23,F
253,Nisha,mumbai,Electronics,3330.32,7,2023-11-22,2023-11-27,Female
254,Anjali,chennai,Sports,5438.36,6,2023-06-29,2023-07-05,F
255,Neha,Pune,Clothing,5957.33,9,2023-11-06,2023-11-10,Female
256,Rahul,Hyderabad,Home & Kitchen,5696.33,2,2023-01-03,2023-01-07,Male
257,Neha,Hyderabad,Clothing,6461.28,4,2023-10-16,2023-10-24,Female
258,RAHUL,delhi,Home & Kitchen,,7,2023-07-20,2023-07-28,M
259,Akash,Chennai,Books,3948.9,8,2023-01-07,2023-01-12,Male
260,Nisha,delhi,Home & Kitchen,3081.4,5,2023-12-27,2024-01-01,F
261,Simran,Delhi,Home & Kitchen,480.51,5,2023-06-04,2023-06-12,F
262,ROHIT,pune,Electronics,1556.02,4,2023-09-14,2023-09-23,M
263,SNEHA,Bangalore,Clothing,1151.87,9,2023-06-17,2023-06-24,Female
264,Priya,Delhi,Books,3420.9,4,2023-06-12,2023-06-21,Female
265,VARUN,Mumbai,Clothing,6138.91,3,2023-12-03,2023-12-12,Male
266,Rahul,hyderabad,Home & Kitchen,558.71,9,2023-10-22,2023-10-26,M
267,Nisha,Pune,Home & Kitchen,7303.88,7,2023-01-11,2023-01-19,F
268,Sanjay,Delhi,Clothing,4034.59,9,2023-12-23,2023-12-30,Male
269,Deepak,kolkata,Books,9638.69,4,2023-10-28,2023-11-03,M
270,Akash,Mumbai,Books,5727.01,3,2023-05-11,2023-05-17,Male
271,KARAN,Chennai,Electronics,7736.49,8,2023-07-24,2023-07-30,M
272,Karan,Hyderabad,Home & Kitchen,8625.69,4,2023-11-12,2023-11-17,M
273,Customer,Pune,Home & Kitchen,8899.58,3,2023-04-02,2023-04-10,F
274,Deepak,Kolkata,Electronics,5232.77,4,2023-11-10,2023-11-17,M
275,Rohit,pune,Clothing,4027.75,2,2023-04-21,2023-04-27,M
276,Amit,Pune,Home & Kitchen,5649.1,4,2023-10-17,2023-10-24,Male
277,Rahul,kolkata,Clothing,4080.5,7,2023-09-04,2023-09-10,Male
278,Meena,Chennai,Books,2483.08,3,2023-03-02,2023-03-09,Female
279,Customer,Kolkata,Sports,3306.81,1,2023-04-20,2023-04-26,F
280,Arjun,mumbai,Electronics,2404.42,8,2023-08-20,2023-08-24,Male
281,Nisha,Pune,Home & Kitchen,2767.43,6,2023-05-05,2023-05-12,F
282,DEEPAK,chennai,Electronics,1026.72,3,2023-07-22,2023-07-30,M
283,Neha,Pune,Books,4321.98,8,2023-09-28,2023-10-06,F
284,Priya,Kolkata,Books,2429.31,6,2023-09-17,2023-09-22,F
285,Varun,Chennai,Books,4538.83,1,2023-01-23,2023-01-27,Male
286,VARUN,Chennai,Books,7942.76,9,2023-07-19,2023-07-27,M
287,SANJAY,Delhi,Sports,4538.29,9,2023-03-21,2023-03-29,M
288,Akash,Delhi,Clothing,9550.66,9,2023-09-29,2023-10-08,M
289,Karan,Delhi,Clothing,1563.59,6,2023-12-10,2023-12-17,M
290,Priya,Kolkata,Sports,8517.62,6,2023-02-22,2023-03-02,Female
291,Anjali,hyderabad,Clothing,2557.76,4,2023-09-23,2023-09-28,F
292,Arjun,Mumbai,Books,9345.94,8,2023-02-22,2023-03-01,M
293,Varun,kolkata,Clothing,2348.76,9,2023-09-29,2023-10-06,M
294,Akash,pune,Electronics,7494.92,7,2023-08-16,2023-08-23,M
295,PRIYA,delhi,Clothing,714.97,7,2023-06-29,2023-07-04,Female
296,RAHUL,Chennai,Electronics,6335.15,2,2023-11-09,2023-11-18,M
297,Simran,Kolkata,Home & Kitchen,2264.87,2,2023-07-19,2023-07-24,Female
298,RAHUL,Chennai,Electronics,6734.71,2,2023-07-11,2023-07-18,Male
299,PRIYA,Pune,Electronics,6394.71,4,2023-01-23,2023-01-27,Female
300,KAVITA,Chennai,Books,9244.59,9,2023-02-09,2023-02-14,Female
301,Vikas,Chennai,Books,6304.1,5,2023-12-02,2023-12-08,Male
302,Priya,bangalore,Books,4141.66,2,2023-08-18,2023-08-26,Female
303,ROHIT,Hyderabad,Electronics,2016.32,4,2023-01-18,2023-01-25,M
304,AKASH,mumbai,Sports,6608.76,7,2023-08-10,2023-08-14,Male
305,Kavita,Mumbai,Books,1252.03,5,2023-06-13,2023-06-17,F
306,Customer,Delhi,Books,8302.32,8,2023-12-26,2023-12-30,F
307,Amit,Bangalore,Electronics,2548.61,1,2023-06-18,2023-06-26,Male
308,VIKAS,kolkata,Home & Kitchen,5289.17,5,2023-01-01,2023-01-07,M
309,Amit,Kolkata,Home & Kitchen,5999.88,4,2023-12-03,2023-12-12,Male
310,VARUN,mumbai,Clothing,3688.65,3,2023-12-14,2023-12-20,M
311,Rohit,Hyderabad,Home & Kitchen,6672.35,7,2023-09-11,2023-09-18,Male
312,Rahul,Chennai,Books,2577.15,1,2023-07-18,2023-07-23,M
313,Anjali,pune,Sports,442.78,6,2023-07-31,2023-08-09,Female
314,Pooja,Delhi,Clothing,9596.75,8,2023-06-19,2023-06-26,F
315,Nisha,Hyderabad,Sports,3268.45,2,2023-06-01,2023-06-10,Female
316,Sneha,Mumbai,Sports,7163.28,6,2023-03-06,2023-03-14,Female
317,VIKAS,Bangalore,Books,5124.58,1,2023-01-18,2023-01-26,Male
318,Priya,Delhi,Electronics,6723.09,6,2023-03-31,2023-04-09,Female
319,Kavita,mumbai,Electronics,1198.27,6,2023-01-14,2023-01-23,F
320,Riya,Kolkata,Electronics,5236.59,5,2023-01-19,2023-01-27,Female
321,SNEHA,Delhi,Home & Kitchen,,7,2023-03-23,2023-03-27,F
322,Neha,Mumbai,Electronics,4573.31,5,2023-09-06,2023-09-15,Female
323,Riya,Kolkata,Books,9665.46,8,2023-04-19,2023-04-25,F
324,Simran,Pune,Home & Kitchen,1449.26,2,2023-01-07,2023-01-14,F
325,RAHUL,Kolkata,Electronics,7571.53,6,2023-11-16,2023-11-23,Male
326,Rohit,Chennai,Sports,3370.39,5,2023-01-02,2023-01-07,Male
327,Akash,Bangalore,Books,2974.54,2,2023-09-20,2023-09-26,M
328,Nisha,Chennai,Books,2780.7,7,2023-01-28,2023-02-04,Female
329,Akash,Mumbai,Clothing,3552.94,4,2023-12-14,2023-12-20,M
330,SANJAY,Pune,Books,3635.46,6,2023-12-03,2023-12-10,M
331,Deepak,Hyderabad,Sports,2780.4,5,2023-10-13,2023-10-20,M
332,Meena,Pune,Books,6708.18,4,2023-09-11,2023-09-19,F
333,Amit,Pune,Clothing,572.45,2,2023-03-26,2023-04-01,M
334,AMIT,Pune,Books,3389.71,7,2023-07-20,2023-07-24,M
335,Deepak,Chennai,Books,2874.04,5,2023-10-19,2023-10-28,Male
336,VARUN,hyderabad,Clothing,7539.04,3,2023-10-05,2023-10-10,Male
337,SIMRAN,Kolkata,Books,1550.34,6,2023-12-01,2023-12-09,F
338,Vikas,Mumbai,Home & Kitchen,9412.8,8,2023-03-19,2023-03-25,Male
339,KARAN,bangalore,Books,1788.13,2,2023-07-29,2023-08-03,M
340,MEENA,Hyderabad,Electronics,3763.27,4,2023-05-06,2023-05-15,F
341,Pooja,Mumbai,Electronics,2077.03,3,2023-01-10,2023-01-14,F
